"type","game_id","home_team","away_team","week","season","state_of_game","game_url","home_score","away_score","home_longitude","home_latitude","away_longitude","away_latitude","travel"
"reg","2019110302","CAR","TEN",9,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110302/2019110302_gtd.json",NA,NA,-80.85331,35.22584,-86.77252,36.16654,676
"reg","2019110301","BUF","WAS",9,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110301/2019110301_gtd.json",NA,NA,-78.78679,42.77379,-76.86444,38.90778,570
"reg","2019110308","SEA","TB",9,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110308/2019110308_gtd.json",NA,NA,-122.33165,47.59476,-82.50349,27.97884,5042
"reg","2019110307","OAK","DET",9,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110307/2019110307_gtd.json",NA,NA,-122.1999,37.75233,-83.04564,42.34005,4150
"reg","2019110310","LAC","GB",9,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110310/2019110310_gtd.json",NA,NA,-118.2611,33.8644,-88.06223,44.50117,3524
"reg","2019110309","DEN","CLE",9,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110309/2019110309_gtd.json",NA,NA,-105.02028,39.74396,-81.69962,41.50618,2450
"reg","2019110311","BAL","NE",9,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110311/2019110311_gtd.json",NA,NA,-76.6227,39.2779,-71.26491,42.09188,682
"reg","2019110400","NYG","DAL",9,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110400/2019110400_gtd.json",NA,NA,-74.0745,40.8135,-97.09277,32.74778,2768
"reg","2019110700","OAK","LAC",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019110700/2019110700_gtd.json",NA,NA,-122.1999,37.75233,-118.2611,33.8644,694
"reg","2019111001","CIN","BAL",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111001/2019111001_gtd.json",NA,NA,-84.51623,39.09532,-76.6227,39.2779,846
"reg","2019111002","CLE","BUF",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111002/2019111002_gtd.json",NA,NA,-81.69962,41.50618,-78.78679,42.77379,346
"reg","2019111003","GB","CAR",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111003/2019111003_gtd.json",NA,NA,-88.06223,44.50117,-80.85331,35.22584,1490
"reg","2019111004","NO","ATL",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111004/2019111004_gtd.json",NA,NA,-90.08128,29.95116,-84.40121,33.75735,848
"reg","2019111000","CHI","DET",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111000/2019111000_gtd.json",NA,NA,-87.6167,41.8623,-83.04564,42.34005,474
"reg","2019111005","NYJ","NYG",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111005/2019111005_gtd.json",NA,NA,-74.0745,40.8135,-74.0745,40.8135,0
"reg","2019111007","TEN","KC",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111007/2019111007_gtd.json",NA,NA,-86.77252,36.16654,-94.48388,39.04895,932
"reg","2019111006","TB","ARI",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111006/2019111006_gtd.json",NA,NA,-82.50349,27.97884,-112.25876,33.52713,3600
"reg","2019111008","IND","MIA",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111008/2019111008_gtd.json",NA,NA,-86.16361,39.76,-80.23889,25.95801,2026
"reg","2019111009","PIT","LA",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111009/2019111009_gtd.json",NA,NA,-80.01574,40.44673,-118.2879,34.0141,4266
"reg","2019111010","DAL","MIN",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111010/2019111010_gtd.json",NA,NA,-97.09277,32.74778,-93.25848,44.97401,1738
"reg","2019111100","SF","SEA",10,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111100/2019111100_gtd.json",NA,NA,-122.38673,37.71399,-122.33165,47.59476,1364
"reg","2019111400","CLE","PIT",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111400/2019111400_gtd.json",NA,NA,-81.69962,41.50618,-80.01574,40.44673,228
"reg","2019111701","CAR","ATL",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111701/2019111701_gtd.json",NA,NA,-80.85331,35.22584,-84.40121,33.75735,452
"reg","2019111702","DET","DAL",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111702/2019111702_gtd.json",NA,NA,-83.04564,42.34005,-97.09277,32.74778,2026
"reg","2019111703","IND","JAX",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111703/2019111703_gtd.json",NA,NA,-86.16361,39.76,-81.6369,30.32387,1400
"reg","2019111704","MIA","BUF",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111704/2019111704_gtd.json",NA,NA,-80.23889,25.95801,-78.78679,42.77379,2328
"reg","2019111700","BAL","HOU",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111700/2019111700_gtd.json",NA,NA,-76.6227,39.2779,-95.41092,29.68493,2508
"reg","2019111705","MIN","DEN",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111705/2019111705_gtd.json",NA,NA,-93.25848,44.97401,-105.02028,39.74396,1398
"reg","2019111707","WAS","NYJ",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111707/2019111707_gtd.json",NA,NA,-76.86444,38.90778,-74.0745,40.8135,396
"reg","2019111706","TB","NO",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111706/2019111706_gtd.json",NA,NA,-82.50349,27.97884,-90.08128,29.95116,956
"reg","2019111708","SF","ARI",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111708/2019111708_gtd.json",NA,NA,-122.38673,37.71399,-112.25876,33.52713,1274
"reg","2019111709","OAK","CIN",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111709/2019111709_gtd.json",NA,NA,-122.1999,37.75233,-84.51623,39.09532,4052
"reg","2019111710","PHI","NE",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111710/2019111710_gtd.json",NA,NA,-75.16729,39.90147,-71.26491,42.09188,506
"reg","2019111711","LA","CHI",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111711/2019111711_gtd.json",NA,NA,-118.2879,34.0141,-87.6167,41.8623,3490
"reg","2019111800","LAC","KC",11,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019111800/2019111800_gtd.json",NA,NA,-118.2611,33.8644,-94.48388,39.04895,0
"reg","2019112100","HOU","IND",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112100/2019112100_gtd.json",NA,NA,-95.41092,29.68493,-86.16361,39.76,1740
"reg","2019112401","BUF","DEN",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112401/2019112401_gtd.json",NA,NA,-78.78679,42.77379,-105.02028,39.74396,2744
"reg","2019112402","CHI","NYG",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112402/2019112402_gtd.json",NA,NA,-87.6167,41.8623,-74.0745,40.8135,1410
"reg","2019112403","CIN","PIT",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112403/2019112403_gtd.json",NA,NA,-84.51623,39.09532,-80.01574,40.44673,512
"reg","2019112404","CLE","MIA",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112404/2019112404_gtd.json",NA,NA,-81.69962,41.50618,-80.23889,25.95801,2154
"reg","2019112400","ATL","TB",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112400/2019112400_gtd.json",NA,NA,-84.40121,33.75735,-82.50349,27.97884,830
"reg","2019112405","NO","CAR",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112405/2019112405_gtd.json",NA,NA,-90.08128,29.95116,-80.85331,35.22584,1296
"reg","2019112407","WAS","DET",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112407/2019112407_gtd.json",NA,NA,-76.86444,38.90778,-83.04564,42.34005,802
"reg","2019112406","NYJ","OAK",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112406/2019112406_gtd.json",NA,NA,-74.0745,40.8135,-122.1999,37.75233,5098
"reg","2019112408","TEN","JAX",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112408/2019112408_gtd.json",NA,NA,-86.77252,36.16654,-81.6369,30.32387,1002
"reg","2019112409","NE","DAL",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112409/2019112409_gtd.json",NA,NA,-71.26491,42.09188,-97.09277,32.74778,3098
"reg","2019112410","SF","GB",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112410/2019112410_gtd.json",NA,NA,-122.38673,37.71399,-88.06223,44.50117,3664
"reg","2019112411","PHI","SEA",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112411/2019112411_gtd.json",NA,NA,-75.16729,39.90147,-122.33165,47.59476,4748
"reg","2019112500","LA","BAL",12,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112500/2019112500_gtd.json",NA,NA,-118.2879,34.0141,-76.6227,39.2779,4632
"reg","2019112800","DET","CHI",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112800/2019112800_gtd.json",NA,NA,-83.04564,42.34005,-87.6167,41.8623,474
"reg","2019112801","DAL","BUF",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112801/2019112801_gtd.json",NA,NA,-97.09277,32.74778,-78.78679,42.77379,2424
"reg","2019112802","ATL","NO",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019112802/2019112802_gtd.json",NA,NA,-84.40121,33.75735,-90.08128,29.95116,848
"reg","2019120103","IND","TEN",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120103/2019120103_gtd.json",NA,NA,-86.16361,39.76,-86.77252,36.16654,500
"reg","2019120102","CIN","NYJ",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120102/2019120102_gtd.json",NA,NA,-84.51623,39.09532,-74.0745,40.8135,1130
"reg","2019120101","CAR","WAS",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120101/2019120101_gtd.json",NA,NA,-80.85331,35.22584,-76.86444,38.90778,672
"reg","2019120100","BAL","SF",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120100/2019120100_gtd.json",NA,NA,-76.6227,39.2779,-122.38673,37.71399,4898
"reg","2019120104","JAX","TB",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120104/2019120104_gtd.json",NA,NA,-81.6369,30.32387,-82.50349,27.97884,340
"reg","2019120107","NYG","GB",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120107/2019120107_gtd.json",NA,NA,-74.0745,40.8135,-88.06223,44.50117,1508
"reg","2019120106","MIA","PHI",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120106/2019120106_gtd.json",NA,NA,-80.23889,25.95801,-75.16729,39.90147,2012
"reg","2019120105","KC","OAK",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120105/2019120105_gtd.json",NA,NA,-94.48388,39.04895,-122.1999,37.75233,2994
"reg","2019120108","ARI","LA",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120108/2019120108_gtd.json",NA,NA,-112.25876,33.52713,-118.2879,34.0141,696
"reg","2019120110","PIT","CLE",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120110/2019120110_gtd.json",NA,NA,-80.01574,40.44673,-81.69962,41.50618,228
"reg","2019120109","DEN","LAC",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120109/2019120109_gtd.json",NA,NA,-105.02028,39.74396,-118.2611,33.8644,1672
"reg","2019120111","HOU","NE",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120111/2019120111_gtd.json",NA,NA,-95.41092,29.68493,-71.26491,42.09188,3182
"reg","2019120200","SEA","MIN",13,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120200/2019120200_gtd.json",NA,NA,-122.33165,47.59476,-93.25848,44.97401,2782
"reg","2019120500","CHI","DAL",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120500/2019120500_gtd.json",NA,NA,-87.6167,41.8623,-97.09277,32.74778,1632
"reg","2019120800","ATL","CAR",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120800/2019120800_gtd.json",NA,NA,-84.40121,33.75735,-80.85331,35.22584,452
"reg","2019120808","TB","IND",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120808/2019120808_gtd.json",NA,NA,-82.50349,27.97884,-86.16361,39.76,1680
"reg","2019120807","NYJ","MIA",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120807/2019120807_gtd.json",NA,NA,-74.0745,40.8135,-80.23889,25.95801,2170
"reg","2019120806","NO","SF",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120806/2019120806_gtd.json",NA,NA,-90.08128,29.95116,-122.38673,37.71399,3838
"reg","2019120805","MIN","DET",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120805/2019120805_gtd.json",NA,NA,-93.25848,44.97401,-83.04564,42.34005,1082
"reg","2019120804","HOU","DEN",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120804/2019120804_gtd.json",NA,NA,-95.41092,29.68493,-105.02028,39.74396,1764
"reg","2019120801","BUF","BAL",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120801/2019120801_gtd.json",NA,NA,-78.78679,42.77379,-76.6227,39.2779,532
"reg","2019120802","CLE","CIN",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120802/2019120802_gtd.json",NA,NA,-81.69962,41.50618,-84.51623,39.09532,446
"reg","2019120803","GB","WAS",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120803/2019120803_gtd.json",NA,NA,-88.06223,44.50117,-76.86444,38.90778,1388
"reg","2019120809","JAX","LAC",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120809/2019120809_gtd.json",NA,NA,-81.6369,30.32387,-118.2611,33.8644,4290
"reg","2019120810","ARI","PIT",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120810/2019120810_gtd.json",NA,NA,-112.25876,33.52713,-80.01574,40.44673,3662
"reg","2019120812","OAK","TEN",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120812/2019120812_gtd.json",NA,NA,-122.1999,37.75233,-86.77252,36.16654,3892
"reg","2019120811","NE","KC",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120811/2019120811_gtd.json",NA,NA,-71.26491,42.09188,-94.48388,39.04895,2464
"reg","2019120813","LA","SEA",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120813/2019120813_gtd.json",NA,NA,-118.2879,34.0141,-122.33165,47.59476,1922
"reg","2019120900","PHI","NYG",14,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019120900/2019120900_gtd.json",NA,NA,-75.16729,39.90147,-74.0745,40.8135,170
"reg","2019121200","BAL","NYJ",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121200/2019121200_gtd.json",NA,NA,-76.6227,39.2779,-74.0745,40.8135,342
"reg","2019121500","CAR","SEA",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121500/2019121500_gtd.json",NA,NA,-80.85331,35.22584,-122.33165,47.59476,4558
"reg","2019121508","WAS","PHI",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121508/2019121508_gtd.json",NA,NA,-76.86444,38.90778,-75.16729,39.90147,228
"reg","2019121507","TEN","HOU",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121507/2019121507_gtd.json",NA,NA,-86.77252,36.16654,-95.41092,29.68493,1342
"reg","2019121506","PIT","BUF",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121506/2019121506_gtd.json",NA,NA,-80.01574,40.44673,-78.78679,42.77379,346
"reg","2019121505","NYG","MIA",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121505/2019121505_gtd.json",NA,NA,-74.0745,40.8135,-80.23889,25.95801,2170
"reg","2019121504","KC","DEN",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121504/2019121504_gtd.json",NA,NA,-94.48388,39.04895,-105.02028,39.74396,1128
"reg","2019121501","CIN","NE",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121501/2019121501_gtd.json",NA,NA,-84.51623,39.09532,-71.26491,42.09188,1448
"reg","2019121502","DET","TB",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121502/2019121502_gtd.json",NA,NA,-83.04564,42.34005,-82.50349,27.97884,1984
"reg","2019121503","GB","CHI",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121503/2019121503_gtd.json",NA,NA,-88.06223,44.50117,-87.6167,41.8623,368
"reg","2019121510","OAK","JAX",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121510/2019121510_gtd.json",NA,NA,-122.1999,37.75233,-81.6369,30.32387,4716
"reg","2019121509","ARI","CLE",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121509/2019121509_gtd.json",NA,NA,-112.25876,33.52713,-81.69962,41.50618,3504
"reg","2019121512","SF","ATL",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121512/2019121512_gtd.json",NA,NA,-122.38673,37.71399,-84.40121,33.75735,4264
"reg","2019121511","DAL","LA",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121511/2019121511_gtd.json",NA,NA,-97.09277,32.74778,-118.2879,34.0141,2446
"reg","2019121513","LAC","MIN",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121513/2019121513_gtd.json",NA,NA,-118.2611,33.8644,-93.25848,44.97401,3060
"reg","2019121600","NO","IND",15,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019121600/2019121600_gtd.json",NA,NA,-90.08128,29.95116,-86.16361,39.76,1426
"reg","2019122200","DEN","DET",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122200/2019122200_gtd.json",NA,NA,-105.02028,39.74396,-83.04564,42.34005,2310
"reg","2019122201","LAC","OAK",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122201/2019122201_gtd.json",NA,NA,-118.2611,33.8644,-122.1999,37.75233,694
"reg","2019122211","WAS","NYG",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122211/2019122211_gtd.json",NA,NA,-76.86444,38.90778,-74.0745,40.8135,396
"reg","2019122210","TEN","NO",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122210/2019122210_gtd.json",NA,NA,-86.77252,36.16654,-90.08128,29.95116,940
"reg","2019122209","NYJ","PIT",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122209/2019122209_gtd.json",NA,NA,-74.0745,40.8135,-80.01574,40.44673,624
"reg","2019122202","NE","BUF",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122202/2019122202_gtd.json",NA,NA,-71.26491,42.09188,-78.78679,42.77379,772
"reg","2019122203","SF","LA",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122203/2019122203_gtd.json",NA,NA,-122.38673,37.71399,-118.2879,34.0141,686
"reg","2019122204","TB","HOU",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122204/2019122204_gtd.json",NA,NA,-82.50349,27.97884,-95.41092,29.68493,1578
"reg","2019122205","ATL","JAX",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122205/2019122205_gtd.json",NA,NA,-84.40121,33.75735,-81.6369,30.32387,574
"reg","2019122206","CLE","BAL",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122206/2019122206_gtd.json",NA,NA,-81.69962,41.50618,-76.6227,39.2779,616
"reg","2019122207","IND","CAR",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122207/2019122207_gtd.json",NA,NA,-86.16361,39.76,-80.85331,35.22584,854
"reg","2019122208","MIA","CIN",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122208/2019122208_gtd.json",NA,NA,-80.23889,25.95801,-84.51623,39.09532,1882
"reg","2019122213","SEA","ARI",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122213/2019122213_gtd.json",NA,NA,-122.33165,47.59476,-112.25876,33.52713,2208
"reg","2019122212","PHI","DAL",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122212/2019122212_gtd.json",NA,NA,-75.16729,39.90147,-97.09277,32.74778,2624
"reg","2019122214","CHI","KC",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122214/2019122214_gtd.json",NA,NA,-87.6167,41.8623,-94.48388,39.04895,820
"reg","2019122300","MIN","GB",16,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122300/2019122300_gtd.json",NA,NA,-93.25848,44.97401,-88.06223,44.50117,514
"reg","2019122900","BAL","PIT",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122900/2019122900_gtd.json",NA,NA,-76.6227,39.2779,-80.01574,40.44673,394
"reg","2019122901","BUF","NYJ",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122901/2019122901_gtd.json",NA,NA,-78.78679,42.77379,-74.0745,40.8135,556
"reg","2019122912","TB","ATL",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122912/2019122912_gtd.json",NA,NA,-82.50349,27.97884,-84.40121,33.75735,830
"reg","2019122911","NYG","PHI",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122911/2019122911_gtd.json",NA,NA,-74.0745,40.8135,-75.16729,39.90147,170
"reg","2019122902","CAR","NO",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122902/2019122902_gtd.json",NA,NA,-80.85331,35.22584,-90.08128,29.95116,1296
"reg","2019122903","CIN","CLE",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122903/2019122903_gtd.json",NA,NA,-84.51623,39.09532,-81.69962,41.50618,446
"reg","2019122904","DAL","WAS",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122904/2019122904_gtd.json",NA,NA,-97.09277,32.74778,-76.86444,38.90778,2414
"reg","2019122905","DET","GB",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122905/2019122905_gtd.json",NA,NA,-83.04564,42.34005,-88.06223,44.50117,584
"reg","2019122906","HOU","TEN",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122906/2019122906_gtd.json",NA,NA,-95.41092,29.68493,-86.77252,36.16654,1342
"reg","2019122907","JAX","IND",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122907/2019122907_gtd.json",NA,NA,-81.6369,30.32387,-86.16361,39.76,1400
"reg","2019122908","KC","LAC",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122908/2019122908_gtd.json",NA,NA,-94.48388,39.04895,-118.2611,33.8644,2728
"reg","2019122909","MIN","CHI",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122909/2019122909_gtd.json",NA,NA,-93.25848,44.97401,-87.6167,41.8623,710
"reg","2019122910","NE","MIA",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122910/2019122910_gtd.json",NA,NA,-71.26491,42.09188,-80.23889,25.95801,2450
"reg","2019122913","DEN","OAK",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122913/2019122913_gtd.json",NA,NA,-105.02028,39.74396,-122.1999,37.75233,1868
"reg","2019122914","LA","ARI",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122914/2019122914_gtd.json",NA,NA,-118.2879,34.0141,-112.25876,33.52713,696
"reg","2019122915","SEA","SF",17,2019,"PRE","http://www.nfl.com/liveupdate/game-center/2019122915/2019122915_gtd.json",NA,NA,-122.33165,47.59476,-122.38673,37.71399,1364
